uwYear,gender,carType,carCat,job,age,nYears,carVal,cover,density,claimSizeMD
2010,Male,A,Medium,Housewife,23,1,44070,0,56,205
2010,Male,D,Medium,Self-employed,41,4,19905,1,190,566
2010,Male,D,Medium,Employed,22,2,4030,0,92,338
2010,Male,B,Small,Employed,30,15,12750,1,184,534
2010,Female,C,Large,Self-employed,38,2,1595,1,297,193
2010,Male,A,Small,Self-employed,23,0,7110,0,185,190
2010,Male,D,Small,Employed,51,4,17290,0,92,647
2010,Female,C,Small,Unemployed,22,1,12725,0,32,988
2010,Female,A,Large,Employed,36,10,21560,0,57,1588
2010,Female,E,Large,Unemployed,23,10,32610,0,92,3634
2010,Female,B,Medium,Employed,44,1,2075,0,156,1908
2010,Male,D,Medium,Self-employed,20,4,48435,1,38,162
2010,Female,B,Medium,Self-employed,26,3,15600,1,271,499
2010,Male,C,Small,Unemployed,58,3,22660,0,202,427
2010,Female,A,Large,Employed,40,14,5980,1,77,1290
2010,Male,A,Small,Employed,38,7,27570,1,202,1321
2010,Male,A,Medium,Employed,37,3,21910,0,156,2902
2010,Male,A,Large,Housewife,20,1,12530,0,223,1132
2010,Male,E,Small,Housewife,44,2,16005,0,223,1155
2010,Male,E,Large,Employed,47,9,22250,1,62,381
2010,Male,D,Large,Employed,53,6,1390,0,43,589
2010,Male,D,Small,Self-employed,38,9,9635,0,140,1570
2010,Male,E,Large,Employed,47,7,7875,0,168,335
2010,Male,E,Small,Unemployed,24,3,27180,0,150,266
2010,Male,A,Large,Housewife,54,7,20320,0,36,1799
2010,Female,E,Medium,Self-employed,54,0,31160,1,51,728
2010,Male,D,Medium,Housewife,39,3,29630,1,249,236
2010,Male,C,Medium,Retired,58,6,12465,1,31,759
2010,Female,A,Large,Self-employed,42,3,2695,1,212,1400
2010,Female,E,Medium,Housewife,41,4,15695,0,275,183
2010,Male,B,Large,Housewife,33,12,23820,0,63,845
2010,Male,D,Medium,Employed,20,7,21295,0,71,578
2010,Male,A,Small,Self-employed,25,3,6705,0,60,1927
2010,Female,D,Medium,Unemployed,29,11,8660,0,48,854
2010,Male,A,Large,Unemployed,25,1,9200,0,51,847
2010,Male,B,Small,Self-employed,23,4,9265,1,56,421
2010,Female,D,Large,Self-employed,49,7,25000,0,49,793
2010,Male,A,Medium,Self-employed,26,13,26040,0,85,2162
2010,Male,E,Small,Unemployed,41,0,22335,1,238,628
2010,Male,A,Large,Self-employed,36,2,9445,1,73,408
2010,Female,C,Medium,Employed,37,2,17080,0,181,173
2010,Male,A,Large,Housewife,23,2,17680,0,150,1895
2010,Female,C,Small,Housewife,24,1,24715,0,254,52
2010,Male,C,Large,Housewife,62,0,47915,1,271,302
2010,Male,B,Medium,Self-employed,74,3,2615,0,250,1513
2010,Male,D,Small,Employed,30,8,18720,0,29,996
2010,Male,D,Small,Housewife,52,0,15385,1,32,181
2010,Male,E,Medium,Housewife,43,1,6700,0,271,1183
2010,Male,B,Small,Employed,33,3,7275,1,180,112
2010,Male,E,Large,Housewife,54,1,5725,1,223,270
2010,Female,A,Small,Housewife,21,1,15905,1,35,1123
2010,Female,B,Medium,Self-employed,28,0,16955,0,49,76
2010,Male,A,Medium,Unemployed,38,15,1310,1,223,202
2010,Male,A,Small,Employed,23,6,21445,0,28,480
2010,Male,C,Medium,Self-employed,37,0,26340,1,185,30
2010,Male,C,Small,Employed,25,12,31790,0,88,926
2010,Male,E,Small,Unemployed,24,3,23555,0,99,293
2010,Male,E,Medium,Unemployed,26,0,16045,0,69,1130
2010,Male,C,Large,Employed,28,4,4230,0,181,150
2010,Male,E,Medium,Employed,44,0,9705,1,235,421
2010,Female,D,Large,Unemployed,27,4,38025,0,223,1931
2010,Female,D,Medium,Unemployed,22,1,14905,0,108,1051
2010,Male,B,Small,Unemployed,29,2,16955,1,141,1597
2010,Male,B,Large,Retired,64,10,8055,0,122,851
2010,Female,A,Small,Employed,25,9,14810,0,184,1216
2010,Male,B,Large,Unemployed,20,6,8865,0,296,4276
2010,Male,A,Large,Employed,43,2,8185,0,157,138
2010,Male,A,Medium,Employed,25,13,15905,1,92,571
2010,Male,B,Medium,Employed,36,14,21165,1,26,1272
2010,Female,E,Small,Unemployed,21,0,9510,1,129,480
2010,Male,A,Large,Unemployed,34,5,10430,1,24,534
2010,Female,A,Medium,Housewife,29,9,25605,0,59,113
2010,Female,A,Medium,Unemployed,24,4,3440,0,139,1067
2010,Female,E,Large,Employed,41,1,6380,0,156,275
2010,Male,E,Large,Unemployed,49,12,4835,0,254,308
2010,Female,E,Small,Employed,23,14,1750,0,19,477
2010,Male,A,Large,Unemployed,18,1,31545,1,69,1019
2010,Male,D,Large,Unemployed,25,13,28265,0,51,711
2010,Male,A,Large,Employed,39,5,10155,1,157,94
2010,Male,A,Small,Housewife,28,13,18825,1,91,438
2010,Male,B,Medium,Unemployed,19,0,22810,0,39,160
2010,Female,A,Medium,Self-employed,55,1,9135,0,171,1074
2010,Female,B,Large,Self-employed,41,8,11975,0,40,1450
2010,Male,A,Medium,Self-employed,27,15,17875,0,50,2553
2010,Male,E,Large,Housewife,49,2,45490,0,190,33
2010,Male,B,Medium,Unemployed,52,15,2335,0,171,764
2010,Female,E,Medium,Employed,36,12,28885,1,74,426
2010,Male,B,Medium,Employed,23,3,6530,0,122,458
2010,Female,B,Large,Housewife,33,2,3455,0,285,737
2010,Male,B,Small,Employed,37,2,7500,0,45,204
2010,Female,A,Large,Employed,36,8,27810,1,113,717
2010,Female,D,Large,Housewife,28,8,17700,0,297,1209
2010,Female,B,Medium,Unemployed,28,4,31395,1,171,246
2010,Male,A,Medium,Employed,18,1,37960,1,257,129
2010,Male,C,Medium,Employed,28,10,9315,0,22,194
2010,Male,D,Small,Employed,21,12,13105,0,206,1014
2010,Female,E,Small,Unemployed,25,6,6485,1,239,4556
2010,Male,B,Small,Unemployed,32,1,19620,1,23,440
2010,Male,E,Small,Employed,40,0,9490,0,187,515
2010,Female,B,Large,Employed,41,0,6875,1,92,1024
2010,Male,C,Small,Unemployed,26,4,41200,0,84,423
2010,Male,A,Medium,Employed,27,7,12430,0,175,161
2010,Female,A,Small,Employed,24,6,20200,0,157,1262
2010,Female,D,Large,Unemployed,29,5,8290,0,250,486
2010,Male,D,Large,Employed,37,0,27585,1,19,1653
2010,Male,A,Small,Self-employed,46,0,17330,0,259,282
2010,Female,C,Large,Employed,35,11,26750,1,129,567
2010,Female,E,Large,Employed,42,1,18535,1,209,442
2010,Female,B,Medium,Unemployed,21,12,12965,0,32,573
2010,Female,E,Medium,Self-employed,37,2,23915,0,251,313
2010,Male,B,Medium,Unemployed,24,3,3985,1,31,417
2010,Male,B,Large,Employed,53,0,22565,0,185,584
2010,Male,D,Medium,Employed,29,7,9520,0,216,757
2010,Male,C,Small,Employed,26,6,11165,0,62,115
2010,Male,A,Medium,Unemployed,23,3,22275,1,108,1055
2010,Male,E,Large,Employed,23,9,36465,0,251,1561
2010,Female,B,Small,Unemployed,51,6,20095,1,72,484
2010,Female,A,Small,Housewife,29,6,29355,0,26,37
2010,Male,C,Small,Retired,50,2,1075,0,145,58
2010,Male,A,Small,Housewife,25,3,33870,0,161,478
2010,Male,C,Medium,Unemployed,22,3,4350,0,275,510
2010,Male,E,Medium,Employed,26,1,6610,0,291,202
2010,Female,E,Medium,Housewife,50,7,3085,1,187,118
2010,Male,A,Medium,Employed,39,0,3355,1,203,684
2010,Male,E,Medium,Employed,32,0,33180,1,273,547
2010,Female,B,Medium,Employed,44,9,8660,0,249,226
2010,Male,B,Medium,Retired,75,12,38445,1,56,1800
2010,Male,D,Medium,Unemployed,27,12,26070,1,50,1243
2010,Male,E,Large,Unemployed,21,14,7920,0,149,1494
2010,Male,A,Small,Employed,20,12,18985,0,260,2654
2010,Female,D,Medium,Self-employed,45,5,6605,1,100,391
2010,Male,B,Medium,Unemployed,23,9,5940,0,77,259
2010,Female,D,Medium,Unemployed,45,4,13755,1,167,424
2010,Male,B,Medium,Unemployed,19,0,19060,0,62,107
2010,Male,A,Medium,Employed,29,0,16055,1,19,58
2010,Female,A,Small,Employed,24,11,26450,0,284,578
2010,Female,C,Large,Employed,56,4,2720,0,103,1605
2010,Male,C,Small,Unemployed,53,13,14380,0,209,611
2010,Male,B,Medium,Employed,30,2,4400,0,277,328
2010,Male,C,Large,Employed,31,9,35925,1,66,90
2010,Male,A,Medium,Retired,73,0,13675,1,27,162
2010,Male,C,Medium,Employed,39,4,18380,1,44,2399
2010,Male,C,Small,Housewife,52,3,9795,1,38,227
2010,Male,E,Small,Housewife,41,1,16600,0,273,783
2010,Male,B,Small,Unemployed,38,0,10125,1,187,1121
2010,Female,D,Medium,Employed,38,2,29505,1,50,565
2010,Male,D,Large,Employed,35,0,28900,1,121,682
2010,Male,E,Medium,Employed,43,2,4490,0,65,1041
2010,Male,A,Small,Employed,26,1,9910,1,110,815
2010,Male,B,Large,Unemployed,30,5,6080,0,25,1430
2010,Female,A,Medium,Unemployed,18,3,15735,0,201,1095
2010,Male,C,Small,Employed,25,7,38305,0,63,62
2010,Male,E,Medium,Unemployed,43,9,24450,1,76,869
2010,Male,A,Small,Self-employed,34,7,9090,1,123,150
2010,Male,A,Medium,Employed,47,12,14565,1,70,215
2010,Male,B,Medium,Unemployed,47,4,21995,1,275,2756
2010,Female,A,Medium,Housewife,40,4,8830,1,239,2717
2010,Female,A,Small,Housewife,31,0,10060,1,138,0
2010,Male,A,Medium,Employed,21,3,10355,0,284,1894
2010,Male,B,Large,Unemployed,24,4,26435,0,201,1141
2010,Female,A,Medium,Employed,19,0,20300,0,66,850
2010,Male,C,Small,Employed,24,15,18705,0,70,37
2010,Female,D,Large,Unemployed,50,0,23485,0,64,325
2010,Female,E,Medium,Employed,20,1,7105,0,38,2218
2010,Male,E,Small,Unemployed,28,0,10855,0,260,416
2010,Male,D,Large,Employed,47,13,29045,1,72,651
2010,Male,A,Large,Employed,56,3,26320,1,201,367
2010,Male,D,Medium,Retired,54,5,13205,1,31,17
2010,Male,B,Large,Retired,64,5,24735,0,139,707
2010,Male,B,Large,Employed,44,0,23755,1,31,489
2010,Female,E,Medium,Housewife,48,7,17725,0,277,183
2010,Male,B,Large,Unemployed,28,2,27550,1,141,1094
2010,Female,B,Medium,Housewife,48,0,1765,0,32,63
2010,Female,E,Large,Employed,22,6,7275,0,65,761
2010,Female,A,Medium,Employed,21,2,23805,0,57,432
2010,Female,E,Small,Unemployed,41,0,6135,1,139,1114
2010,Male,E,Large,Employed,23,10,5155,1,33,309
2010,Male,E,Large,Housewife,40,12,9080,1,170,190
2010,Male,E,Medium,Unemployed,20,8,4250,0,67,801
2010,Male,C,Large,Employed,47,1,5355,1,296,222
2010,Male,D,Medium,Retired,53,13,8360,1,259,774
2010,Male,A,Small,Employed,19,3,25755,0,139,132
2010,Male,D,Medium,Housewife,22,0,9020,0,25,91
2010,Female,D,Large,Housewife,54,15,7425,0,251,191
2010,Female,A,Large,Self-employed,45,1,19555,1,163,834
2010,Female,E,Medium,Unemployed,27,0,26020,0,29,202
2010,Male,A,Large,Self-employed,49,14,15015,0,88,1030
2010,Male,C,Small,Self-employed,23,9,49900,0,121,1886
2010,Female,A,Large,Housewife,39,5,16645,1,207,50
2010,Male,D,Large,Employed,39,1,21215,1,112,963
2010,Male,C,Large,Unemployed,72,11,29450,1,33,999
2010,Male,B,Large,Employed,45,0,6085,0,249,6848
2010,Male,C,Large,Self-employed,52,3,20445,1,59,759
2010,Female,B,Medium,Employed,27,2,48425,1,108,7
2010,Female,D,Medium,Housewife,41,5,27880,0,95,580
2010,Male,C,Small,Housewife,24,0,27315,1,72,245
2010,Male,C,Small,Unemployed,55,3,23330,0,110,519
2010,Female,A,Large,Self-employed,41,1,13990,0,202,382
2010,Male,D,Small,Unemployed,21,4,8430,1,99,645
2010,Male,A,Small,Employed,27,13,18540,0,148,47
2010,Female,E,Medium,Housewife,56,0,10810,0,88,410
2010,Male,E,Medium,Housewife,31,8,26835,1,175,181
2010,Male,D,Large,Retired,66,4,32080,0,185,6
2010,Male,E,Small,Unemployed,58,0,21040,1,57,5
2010,Female,B,Medium,Employed,33,12,32305,0,140,265
2010,Male,B,Small,Unemployed,18,2,24540,0,68,387
2010,Female,B,Large,Unemployed,50,2,23950,1,84,162
2010,Female,A,Large,Housewife,31,7,26805,0,123,4
2010,Male,E,Small,Housewife,48,2,25330,0,282,560
2010,Male,A,Small,Employed,28,9,22665,0,50,254
2010,Female,E,Small,Self-employed,44,13,7130,0,71,25
2010,Male,A,Small,Employed,30,0,9180,0,148,471
2010,Male,E,Medium,Self-employed,39,0,9345,0,29,262
2010,Male,B,Medium,Employed,40,6,9640,0,84,836
2010,Male,E,Large,Employed,30,0,1340,0,111,2283
2010,Male,E,Large,Housewife,41,4,29120,1,91,930
2010,Male,E,Large,Retired,75,3,47600,1,206,829
2010,Female,A,Medium,Retired,48,2,10435,1,31,642
2010,Male,A,Medium,Employed,38,5,11500,0,67,1127
2010,Female,D,Medium,Self-employed,55,14,18530,0,69,282
2010,Female,A,Medium,Employed,27,0,7750,0,171,818
2010,Male,C,Medium,Employed,33,2,38640,0,216,174
2010,Male,A,Medium,Employed,27,1,6400,0,209,190
2010,Male,E,Small,Unemployed,20,0,16535,0,54,137
2010,Male,C,Large,Housewife,51,0,26060,0,251,1986
2010,Female,A,Large,Unemployed,43,15,8930,1,63,65
2010,Male,B,Medium,Employed,20,12,24455,0,24,1416
2010,Male,C,Medium,Employed,18,13,6505,0,115,882
2010,Male,D,Small,Housewife,20,6,10100,1,35,215
2010,Female,A,Small,Unemployed,18,0,22715,0,223,2219
2010,Male,A,Small,Housewife,27,4,18350,0,184,654
2010,Male,D,Small,Housewife,61,5,20705,1,223,10
2010,Male,B,Small,Employed,30,10,16785,1,72,126
2010,Male,D,Medium,Employed,27,8,17750,1,290,1701
2010,Female,D,Medium,Retired,53,2,2075,1,115,130
2010,Female,B,Large,Unemployed,48,3,10850,0,64,569
2010,Male,D,Small,Self-employed,25,12,4030,0,51,1713
2010,Male,E,Medium,Housewife,18,2,16550,0,201,615
2010,Male,E,Large,Employed,66,7,6265,0,254,2911
2010,Female,A,Medium,Employed,25,12,18365,0,150,1103
2010,Female,B,Medium,Self-employed,35,15,29695,0,216,64
2010,Male,B,Small,Employed,39,8,4850,0,297,1173
2010,Female,B,Small,Housewife,40,0,17845,0,32,315
2010,Male,E,Large,Self-employed,37,15,17745,1,168,945
2010,Male,E,Large,Employed,27,14,7980,0,284,50
2010,Male,C,Large,Housewife,49,7,29725,0,68,146
2010,Female,A,Small,Self-employed,21,0,2740,0,276,2851
2010,Male,E,Small,Self-employed,30,1,8445,1,157,196
2010,Female,B,Large,Unemployed,56,0,7170,1,163,198
2010,Male,E,Large,Housewife,39,14,21380,1,57,21
2010,Male,E,Small,Employed,27,3,10530,1,157,2518
2010,Female,A,Medium,Unemployed,42,2,7040,0,126,445
2010,Male,E,Small,Unemployed,27,5,21495,1,297,1779
2010,Male,A,Medium,Housewife,26,3,14005,0,175,514
2010,Male,E,Medium,Employed,36,12,23785,0,45,578
2010,Female,D,Small,Self-employed,28,0,20655,0,296,1991
2010,Male,A,Large,Employed,40,12,22455,0,290,473
2010,Male,D,Small,Housewife,29,8,14350,1,64,350
2010,Male,A,Small,Housewife,43,2,15545,1,40,3
2010,Male,C,Small,Self-employed,28,6,5215,0,44,1025
2010,Male,B,Medium,Retired,57,15,16270,1,239,1337
2010,Male,A,Medium,Housewife,44,6,6605,1,36,387
2010,Male,D,Medium,Employed,51,4,13955,1,284,42
2010,Male,C,Small,Employed,27,0,17070,1,57,448
2010,Female,A,Large,Self-employed,50,2,24800,1,27,220
2010,Male,E,Medium,Housewife,39,6,14110,1,171,633
2010,Male,A,Medium,Employed,22,1,21800,0,99,330
2010,Male,B,Medium,Housewife,46,8,18455,0,148,1045
2010,Female,E,Small,Housewife,32,9,48425,1,157,448
2010,Male,D,Small,Self-employed,25,5,8075,0,100,918
2010,Male,D,Small,Self-employed,27,0,18715,0,141,28
2010,Male,A,Medium,Employed,28,10,20595,1,209,3406
2010,Female,A,Medium,Housewife,40,15,16290,0,138,856
2010,Male,E,Small,Employed,28,8,10800,0,178,617
2010,Male,B,Small,Employed,18,12,12920,0,68,2693
2010,Female,A,Large,Unemployed,57,3,27055,1,33,293
2010,Male,A,Small,Unemployed,23,8,2695,0,90,169
2010,Male,C,Large,Housewife,48,3,1020,0,223,2331
2010,Male,E,Small,Employed,49,2,8555,1,239,287
2010,Male,E,Large,Unemployed,29,0,8725,1,121,4606
2010,Male,A,Medium,Self-employed,27,5,19010,0,28,3492
2010,Female,B,Small,Self-employed,29,1,16360,0,23,3598
2010,Male,C,Small,Employed,23,3,2650,0,107,4459
2010,Male,B,Medium,Self-employed,49,0,38785,1,50,931
2010,Female,D,Large,Self-employed,61,1,15560,1,285,551
2010,Male,D,Medium,Self-employed,20,1,5205,0,63,218
2010,Male,E,Small,Employed,27,12,13800,0,113,139
2010,Female,E,Small,Unemployed,19,11,3385,1,89,1367
2010,Male,C,Large,Employed,32,1,16430,1,59,551
2010,Male,E,Small,Employed,28,0,15235,0,148,550
2010,Male,A,Small,Employed,24,7,16085,0,55,273
2010,Male,A,Medium,Employed,20,0,6875,1,83,4284
2010,Male,D,Medium,Unemployed,36,2,9770,1,163,978
2010,Female,B,Medium,Employed,24,0,18570,0,138,1872
2010,Male,C,Small,Housewife,28,3,27040,0,33,586
2010,Male,B,Small,Housewife,29,0,16945,0,32,803
2010,Female,D,Small,Employed,28,0,14745,0,58,669
2010,Male,D,Medium,Employed,22,6,14005,0,89,939
2010,Male,C,Small,Unemployed,19,3,20350,1,29,1983
2010,Male,A,Small,Housewife,34,1,23480,1,124,1204
2010,Male,A,Small,Unemployed,28,15,24370,0,236,1415
2010,Female,C,Small,Employed,25,3,9440,0,59,1188
2010,Male,B,Medium,Unemployed,38,0,7635,0,19,2092
2010,Female,A,Small,Housewife,24,2,15640,0,64,296
2010,Male,C,Small,Employed,28,3,18660,0,129,246
2010,Male,B,Small,Housewife,43,3,16715,0,286,882
2010,Male,A,Large,Self-employed,34,5,20540,0,140,1650
2010,Male,D,Small,Housewife,46,3,8370,1,187,186
2010,Male,B,Small,Housewife,33,3,26365,0,33,267
2010,Male,B,Medium,Employed,37,12,38915,1,286,858
2010,Male,C,Medium,Employed,29,6,9325,0,148,77
2010,Female,D,Medium,Self-employed,35,7,47210,0,157,182
2010,Male,D,Medium,Employed,38,1,7470,1,126,249
2010,Male,B,Small,Unemployed,26,13,17985,0,61,1634
2010,Male,D,Small,Self-employed,20,2,5685,0,238,6282
2010,Female,E,Large,Housewife,62,2,20955,0,140,367
2010,Male,B,Medium,Unemployed,18,0,10745,0,31,2106
2010,Male,E,Large,Unemployed,26,4,8960,0,28,695
2010,Male,B,Small,Employed,37,9,2810,0,190,1696
2010,Male,B,Large,Unemployed,24,0,16360,1,26,5305
2010,Male,E,Medium,Unemployed,24,8,6225,0,46,1934
2010,Male,E,Large,Self-employed,21,1,13020,0,141,1113
2010,Male,B,Large,Self-employed,40,14,25430,1,71,308
2010,Male,C,Large,Self-employed,30,6,4325,1,88,286
2010,Male,B,Small,Unemployed,38,10,9460,0,157,1122
2010,Male,A,Large,Unemployed,38,6,8155,1,49,1313
2010,Male,B,Small,Self-employed,21,15,13765,0,223,583
2010,Male,D,Medium,Self-employed,35,0,6625,1,45,534
2010,Male,E,Medium,Self-employed,25,5,8255,0,140,1193
2010,Female,D,Large,Employed,36,11,17485,0,78,1661
2010,Male,E,Small,Employed,27,3,25350,0,251,246
2010,Male,C,Medium,Self-employed,37,0,9790,1,190,569
2010,Male,C,Small,Employed,20,0,13295,0,40,1228
2010,Female,D,Large,Unemployed,51,0,2965,1,70,362
2010,Female,B,Medium,Unemployed,47,0,23025,1,71,116
2010,Male,D,Small,Employed,22,8,4855,0,282,450
2010,Female,D,Medium,Employed,26,3,2945,0,184,225
2010,Male,E,Medium,Employed,36,1,15680,1,140,2
2010,Male,E,Medium,Self-employed,19,6,9425,0,61,785
2010,Male,E,Medium,Unemployed,38,5,17615,0,19,211
2010,Female,A,Small,Housewife,23,5,8160,0,28,192
2010,Male,E,Large,Retired,71,4,20760,1,28,239
2010,Male,A,Medium,Self-employed,21,2,19160,0,187,735
2010,Male,B,Large,Unemployed,21,6,8905,1,291,2539
2010,Male,B,Large,Unemployed,34,1,16280,0,212,315
2010,Male,D,Medium,Self-employed,19,10,5670,1,78,316
2010,Male,A,Medium,Unemployed,19,6,20050,0,201,258
2010,Male,C,Large,Self-employed,33,3,31090,1,153,359
2010,Male,A,Small,Unemployed,18,4,29265,0,35,855
2010,Male,E,Small,Employed,26,1,19665,0,251,1009
2010,Male,A,Small,Self-employed,50,4,8590,1,84,155
2010,Male,D,Small,Employed,25,4,7205,1,223,487
2010,Male,E,Small,Housewife,26,15,6250,0,271,1162
2010,Female,A,Large,Housewife,26,8,4240,0,108,1696
2010,Female,D,Large,Employed,49,9,45655,0,284,62
2010,Male,B,Medium,Employed,45,12,16830,1,60,1800
2010,Male,E,Medium,Employed,45,0,16540,1,25,230
2010,Male,A,Small,Housewife,42,0,7490,1,140,823
2010,Male,A,Large,Self-employed,57,5,46410,1,271,115
2010,Female,E,Small,Housewife,39,14,10470,1,32,109
2010,Male,D,Small,Unemployed,21,3,17115,1,99,1209
2010,Female,D,Small,Self-employed,21,6,35645,1,107,170
2010,Male,A,Small,Unemployed,22,9,10650,0,238,1266
2010,Male,E,Small,Employed,27,9,25140,0,275,83
2010,Male,E,Medium,Unemployed,21,4,23900,0,50,332
2010,Male,D,Large,Employed,23,13,12090,0,222,333
2010,Female,E,Large,Housewife,46,2,10670,0,71,197
2010,Male,A,Small,Employed,25,6,19570,1,238,1212
2010,Male,B,Small,Unemployed,57,2,18030,1,50,714
2010,Female,B,Small,Unemployed,18,1,17640,0,36,1336
2010,Male,D,Large,Employed,32,3,40875,0,286,116
2010,Male,E,Medium,Housewife,53,5,8970,1,103,503
2010,Male,D,Small,Housewife,44,0,23225,1,259,3581
2010,Male,B,Medium,Unemployed,18,1,22135,0,69,277
2010,Male,B,Medium,Employed,28,3,24755,0,259,2487
2010,Male,B,Medium,Housewife,51,1,4350,0,212,1115
2010,Male,A,Medium,Housewife,46,0,6195,1,285,473
2010,Female,E,Medium,Employed,40,2,17400,0,190,900
2010,Male,A,Small,Housewife,49,1,23385,1,65,114
2010,Male,D,Medium,Employed,19,6,32090,0,39,62
2010,Male,A,Small,Unemployed,34,0,28370,0,124,1209
2010,Male,B,Large,Employed,58,7,15875,1,187,935
2010,Male,C,Medium,Housewife,35,0,19825,1,169,730
2010,Female,D,Large,Employed,20,1,10725,1,260,160
2010,Female,A,Large,Self-employed,53,2,15260,0,115,840
2010,Female,A,Small,Employed,18,0,26890,0,61,480
2010,Male,B,Medium,Self-employed,36,4,48405,1,236,705
2010,Female,A,Small,Self-employed,47,3,40140,1,184,2482
2010,Male,B,Large,Employed,22,2,7375,0,129,1016
2010,Male,C,Medium,Employed,42,15,26455,0,60,55
2010,Male,C,Large,Self-employed,45,14,22505,1,259,3216
2010,Male,A,Large,Housewife,74,12,35595,0,148,1543
2010,Female,A,Medium,Self-employed,37,4,8120,1,277,162
2010,Male,B,Small,Housewife,21,9,16485,1,103,1429
2010,Female,C,Medium,Housewife,26,6,21540,1,139,619
2010,Male,E,Medium,Housewife,69,13,7655,0,93,574
2010,Female,B,Small,Housewife,27,15,13180,1,113,629
2010,Male,C,Medium,Employed,49,2,7835,0,181,76
2010,Female,B,Large,Self-employed,42,3,9370,1,239,2319
2010,Female,B,Large,Employed,29,1,19120,0,207,98
2010,Male,A,Small,Unemployed,42,7,25175,0,167,2711
2010,Male,B,Small,Self-employed,44,6,23875,1,103,353
2010,Female,A,Small,Housewife,34,13,28270,0,26,236
2010,Female,A,Medium,Housewife,40,0,30405,0,111,355
2010,Male,A,Medium,Unemployed,25,0,8470,0,238,142
2010,Female,A,Medium,Housewife,20,0,7515,1,202,529
2010,Female,D,Medium,Employed,35,1,8270,1,121,223
2010,Female,C,Large,Employed,33,1,13350,0,91,112
2010,Male,D,Medium,Self-employed,70,2,13030,1,58,686
2010,Male,E,Large,Employed,43,7,26295,1,138,305
2010,Female,D,Small,Unemployed,20,14,9640,1,184,844
2010,Male,C,Medium,Housewife,33,3,8730,1,222,93
2010,Female,D,Medium,Employed,45,0,34900,0,59,347
2010,Male,B,Medium,Employed,30,6,5165,0,57,1036
2010,Male,C,Medium,Housewife,66,2,48630,1,139,1330
2010,Female,B,Large,Housewife,19,0,9395,1,68,579
2010,Female,B,Large,Employed,21,1,4395,1,148,251
2010,Female,E,Small,Employed,28,2,9665,0,223,418
2010,Male,A,Small,Employed,18,1,15775,0,168,813
2010,Male,A,Large,Employed,24,0,13935,1,284,342
2010,Male,E,Small,Unemployed,32,4,8235,0,50,316
2010,Male,D,Small,Unemployed,36,5,20055,0,170,52
2010,Male,A,Small,Unemployed,33,0,26120,0,56,454
2010,Male,D,Medium,Employed,26,9,11545,0,296,38
2010,Female,C,Large,Employed,41,6,47690,1,171,802
2010,Male,E,Small,Self-employed,21,0,3070,0,129,908
2010,Female,B,Medium,Unemployed,31,2,3570,1,167,5134
2010,Male,C,Medium,Unemployed,31,2,8425,0,271,619
2010,Male,D,Small,Employed,22,1,23440,0,33,153
2010,Male,A,Large,Housewife,33,0,8380,1,236,90
2010,Female,C,Medium,Employed,22,2,14675,0,68,1069
2010,Male,D,Medium,Housewife,61,2,17045,0,99,1327
2010,Male,B,Small,Self-employed,28,13,8600,1,93,29
2010,Male,A,Small,Self-employed,21,2,4200,0,167,2028
2010,Male,B,Medium,Employed,19,0,14640,1,297,5883
2010,Male,B,Medium,Employed,28,13,8050,0,209,148
2010,Male,E,Small,Self-employed,52,1,26220,1,223,704
2010,Male,D,Small,Employed,21,5,5345,0,260,576
2010,Female,D,Small,Self-employed,29,10,13025,0,123,125
2010,Male,C,Large,Employed,42,6,15695,1,69,136
2010,Female,A,Large,Employed,56,4,8335,0,123,536
2010,Female,E,Small,Employed,30,7,6910,0,181,667
2010,Female,D,Large,Self-employed,46,1,13515,0,104,3
2010,Male,B,Small,Housewife,42,4,14000,1,238,1841
2010,Male,E,Medium,Employed,22,5,4640,1,110,987
2010,Male,A,Medium,Unemployed,24,12,41670,0,138,3596
2010,Female,A,Medium,Unemployed,30,6,42630,0,249,2088
2010,Male,D,Medium,Employed,25,0,46235,0,68,2197
2010,Female,A,Medium,Housewife,34,10,20465,1,223,148
2010,Female,A,Medium,Unemployed,35,2,8745,0,67,206
2010,Male,A,Small,Employed,26,2,7985,0,223,1848
2010,Male,A,Small,Employed,27,0,11185,0,100,14
2010,Male,D,Small,Housewife,23,13,11005,0,63,3522
2010,Female,A,Large,Employed,23,0,11660,0,45,332
2010,Female,D,Medium,Self-employed,29,3,29690,1,30,589
2010,Male,A,Large,Self-employed,48,0,15285,0,33,2556
2010,Male,A,Large,Housewife,33,0,7120,1,190,1777
2010,Female,E,Small,Housewife,25,0,13480,1,114,782
2010,Male,A,Medium,Unemployed,20,10,23435,0,251,528
2010,Male,B,Medium,Employed,24,1,6470,0,48,293
2010,Male,B,Medium,Employed,33,5,10725,1,156,1444
2010,Male,B,Small,Self-employed,30,1,1665,1,185,619
2010,Female,E,Medium,Employed,37,11,22120,1,138,371
2010,Male,B,Large,Employed,20,3,12880,0,60,2629
2010,Male,D,Large,Self-employed,23,4,10200,0,245,946
2010,Male,C,Small,Employed,22,5,1970,0,59,322
2010,Male,A,Small,Housewife,21,8,2020,1,22,2995
2010,Female,B,Medium,Self-employed,45,13,17565,1,20,568
2010,Male,E,Medium,Employed,26,4,5405,1,21,1617
2010,Female,D,Large,Housewife,53,2,30415,0,238,905
